,NO,song,group,lyrics
144,5,Bang_Bang_Bang,Bigbang,awake black night everyone come turn next unpredictable crazy guerilla bow worship till voice explodes switch loser atmosphere hide insanity dignity men pretense women interesting see kind unknown confidence showing shamelessly dig body like allergy swarming around strange mind today place lawless set place fire burn heart wan na make go crazy big yea bang like everyone together like shot bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang top gd nobody move nobody move nobody move nobody move let see end night see end let see end night bang bang bang take away right red sky dances spinning spinning place valhalla give praise spread louder go hard night watchmen run night space magic song apex fun sing wonder loud screams devilish melodies connection black poison around get high release reins whoo set place fire burn heart wan na make go crazy big yea bang like everyone together like shot bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang bang top gd nobody move nobody move nobody move nobody move let see end night see end let see end night bang bang bang ready yea give ready yea give let go guys go top girls get low pull trigger bang bang bang let bass drum go guys go top girls get low pull trigger bang bang bang let bass drum go bang bang bang bang bang bang let bass drum go bang bang bang bang bang bang let bass drum go
145,6,Flower_Road,Bigbang,good back even though lonely sad times went sing na na na sing na na na last time us please let meet flowers bloom sometimes many weird things happen like meeting bad guy like ever love think unconsciously walking along wherever became single ray light brightly shining feel shivers pretty flower road able stand roly poly toy going leave shall let go shall scatter flowers path take miss come back love go flower road take rest wait place good back even though lonely sad times went cried lot lot things laugh inside head many memories shall pass let meet next time flowers bloom one year 365 days one world savior gave motive music leaned big flower garden came still remember clearly padam padam flower full bloom 100000 infinite great ring like vivaldi four seasons still picture even place heart doubting eyes magical queen going leave shall let go shall scatter flowers path take miss come back love go flower road take rest wait place pick flower kiss faces growing red make flower road prepare come miss come back love go flower road take rest wait place pick flower kiss faces growing red make flower road prepare wait place
146,7,Last_Farewell,Bigbang,yes big bang back definitely incredible hey move b g bang bang b g bang bang b g bang bang love dont wan na without girl wish last farewell near today entire day dont wan na without girl clumsy heart please hug go love need girl baby baby baby although little awkward baby baby baby still loving baby baby baby even though frightening even though end seen theres girl filled pain treated cruelly stroked soothingly changing avoided worry wondering went wrong wandering inside problem answer even wanderer lost path enclosed inside maze cant able wait asking come muffled steps girl like first met like still new like like like like like like never leave side dont wan na without girl wish last farewell near today entire day dont wan na without girl clumsy heart please hug go love need girl baby baby baby although little awkward baby baby baby still loving baby baby baby even though frightening even though end seen theres girl didnt contact leaving without single word without single word one day suddenly appeared asking playing around really love even single day get confused twelve times love asked return would want toy going play twice sweet taste short moment cotton candy melted easily seems like also wont able block weary heart anymore grab quickly leave dont wan na without girl wish last farewell near today entire day dont wan na without girl clumsy heart please hug go love need girl baby baby baby although little awkward baby baby baby still loving baby baby baby even though frightening even though end seen theres girl although still love although youre important ye nobody take place know know oh please hug quietly dont wan na without girl wish last farewell near today entire day dont wan na without girl clumsy heart please hug go love need girl baby baby baby although little awkward baby baby baby still loving baby baby baby even though frightening even though end seen theres girl b g bang bang b g bang bang b g bang bang come come come come b g bang bang b g bang bang even though end seen theres girl love
147,8,Blue,Bigbang,winter passed spring come withered hearts bruised longing singing blues used blue tears blue sorrow singing blues love sent away floating clouds oh oh sky different places dangerous leaving one letter difference nim cowardly hiding good enough cruel breakup like end road love words comfort perhaps lifetime last melodrama final curtain coming born met loved death cold heart dyed blue even eyes closed feel winter passed spring come withered hearts bruised longing singing blues used blue tears blue sorrow singing blues love sent away floating clouds oh oh feel like heart stopped beating frozen war trauma carved head tears dry moistly remember love neither painful lonely happiness selftalk stand something complicated big deal care inevitable wandering people come go born met loved death cold heart dyed blue even left still winter passed spring come withered hearts bruised longing tonight underneath blue moonlight probably fall asleep alone even dreams look wander around singing song singing blues used blue tears blue sorrow singing blues love sent away floating clouds oh oh singing blues used blue tears blue sorrow singing blues love sent away floating clouds oh oh
148,9,Fantastic_Baby,Bigbang,come together everyone gather gon party like lilililalala open hearts empty minds set fire lilililalala ask answer take go flow alright face sky put two hands high wan na jump around oh nanananana nanananana wow fantastic baby dance wan na dan dan dan dan dance fantastic baby dance wan na dan dan dan dan dance wow fantastic baby crazy house hey end king turn hey ground shaking 3 minutes enough race wait atmosphere overheated huh catch fire huh real appeared nanana one ten everything one level even crazily run sand still agile sky blue enough ask questions feel feel jump sound heartbeat till comes end yeah baby stop go corrupt today let go wow fantastic baby dance wan na dan dan dan dan dance fantastic baby dance wan na dan dan dan dan dance wow fantastic baby boom shakalaka boom shakalaka boom shakalaka dan dan dan dan dance boom shakalaka boom shakalaka boom shakalaka dan dan dan dan catch forever performer constraints tonight mama let lover past chaos nananana head toes visual shock people know senses always ahead footsteps faster others youth different dimension ice ice ice hold nananana jump sound heartbeat till comes end yeah baby stop go corrupt today let go wow fantastic baby dance wan na dan dan dan dan dance fantastic baby dance wan na dan dan dan dan dance wow fantastic baby boom shakalaka boom shakalaka boom shakalaka dan dan dan dan dance boom shakalaka boom shakalaka boom shakalaka dan dan dan dan let play together yeah yeah yeah let jump together yeah yeah yeah let go crazy together yeah yeah yeah let go together wow fantastic baby
149,10,FXXK_IT,Bigbang,nt wan na go fast cause nothing really lasts yeah think need time ca nt get mind uh start strongest booze bartender keep coming drink everyone s charmer see drooling ladies loyal saw first time geez girl love tender came strong told re different unlike boring girls feisty dark vibe re ray light heart skips many beats like back puberty shit stealing glances dry lips nt felt rush long m powerless night want arms real love think wan na nt hesitate hey fuck love yall fuck love yall fuck love yall girl wan na get fuck fuck fuck girl wan na get wan na find butterflies run dry prisoner many breaking away papillon escapes fed grizzled white strands hair done bad guy stuff acting player liked nt know sly get sick girls like vermin real easy yeah grow years know nothing love pick pieces romance bloodless game without win lose ca nt make things play different melodies like alto soprano us break anyway pointblank period tainted dream eldorado stealing glances dry lips nt felt rush long m powerless night want arms real love think wan na nt hesitate hey fuck love yall fuck love yall fuck love yall girl wan na get fuck fuck fuck girl wan na get get car ride car ride re drunk get shuteye shuteye wan na go rest baby ll hold hand fall asleep s clear want honey honey want know fuck love yall fuck love yall fuck fuck fuck fuck fuck girl wan na get girl wan na get girl wan na get fuck love yall fuck love yall fuck love yall girl wan na get fuck fuck fuck girl wan na get yep
154,1,DICE,NMIXX,blink open eyes head spinning spinning drama unimaginable time shoot first scene go go challenge start easy hold tight babe vamos amigos yeah wan na go universe vast wide open wan na know flip card calls nope thinking come pick choose 1 n oo stoked open surprise surfing sky flying ocean spread open ready allin start daring composed start let roll dice ya change game inside throw nice shot destiny hand babe world open yeah get ready us tell want wan na go nmixx change let go big wave big wave run away break break face ride bigger wave dribble away troubles smooth pass number higher perfect 10 jump higher leave realistic dream behind wake awake water fly high uncharted mystical camino exciting excited expect unexpected babe would go let roll dice diving clouds riding waves makes sense waiting allin go need think go get put em go nmixx fall asleep come board pick much time babe let roll dice ya score make together awesome nice shot number catch world beyond imagination would go let roll dice
155,2,O.O,NMIXX,whook whook ay look moving eye eyes see shoog shoog shoog hook get good zoom zoom good get coward xx gon shock fear ahead oops gon poppin poppin poppin drivin crazy huh open boom check popcorn zero coke got em come cross arms sit almost hear roar teaser hoot watch coming soon surprised yet calm dandara dandara dan dandara dandara dan sorry way wait oh bring higher leggo eyes open wide like oo watch baila baila baila watch nice nice oo watch baila baila baila watch nice nice oo come one drop eye drops watch baila baila baila watch nice nice nmixx see maze zeros ones stop staring come follow cause everything fake fake real starts bam bam bam see bam bam bam scream realistic dreams enough yet snoozin taptap woken knockknock get em buttons taptap push follow follow never let let super hero ay zip zap zoom come come hold hold onto tight go need fear never give baby trust zero zero oh amazing ay zip zap zoom come come baby super hero late try baby u waitin cause time finally win watch baila baila baila watch nice nice oo watch baila baila baila watch nice nice oo come time blink babe watch baila baila baila watch nice nice like oo oo oo oo oo yes yes yes oo oh fix falling mental babe watch baila baila baila come follow follow yeahyeahyeah yeahyeahyeah oh yeah
156,4,COOL_(Your_rainbow),NMIXX,long night repeated bad dreams cover world misty covered distant sight feel heart feelings could nt face hide dark baby even hide tears heaped almost overflow playing cool blue glimmer front eyes let go unfolds feel close eyes second wake spectrum stay end long dream waiting rainbow yeah every time wake hеart close even morе make glowing feeling without exception everything scrap nt look away run along thicker rainbow uhoh focus lot episode emotions ca nt permeate s spreading s getting brighter brighter light gathered emotions heart behind clouds take one one set free feelings forgot moment s coming mind bit bit playing cool blue glimmer front eyes let go unfolds playing cool eyes filled blue true felt s feel close eyes second wake spectrum stay end long dream rainbow awaits yeah long night repeated bad dreams sunlight shines peacefully ve facing blinding sight want shine different light
157,5,Kiss,NMIXX,rtf1ansiansicpg950cocoartf2639 cocoatextscaling0cocoaplatform0 fonttblf0fswissfcharset0 arialmt colortbl red255green255blue255 red29green29blue29 red255green255blue255 expandedcolortbl cssrgbc14902c14902c14902 cssrgbc100000c100000c100000 paperw11900paperh16840margl1440margr1440vieww11520viewh8400viewkind0 deftab720 pardpardeftab720sa320partightenfactor0 f0fs32 lips sweet like lemon tea gift without anyone knowing arms wan na oh forever wan na babe ah ah wan na girl today full morning sunshine open eyes thought meeting oh love wear clothes thought pretty draw front road walk shining day keep pace come closer m addicted magic eyes little bit lips oh lips everyday lips sweet like lemon tea gift without anyone knowing arms wan na oh forever wan na babe ahah wan na girl hid shadow moment everything stopped oh girl even bright sunlight smile brightly turn towards carry cool wind carry put smile come feeling love special kiss time two us everyday lips sweet like lemon tea gift without anyone knowing arms wan na oh forever little tremors lips soft sunlight feeling love deep heart come like dream ah everyday lips sweet like lemon tea oh oh oh gift gift without anyone knowing arms arms wan na oh forever everyday want give love always always side like forever everyday love even dreams want forever wan na babe ahah wan na girl
158,6,TANK,NMIXX,dat veil finally slipping thanks waitin hi everyone see panic expectation s starting painful beginning yeah kind eyes let s bad things found however inside range like tank heart beating faster bomb like tank play nt hesitate like tank wo nt make detour like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank thanks putting rulers s bit think heart discovered little bit freeze m going pass let s block front yeah obvious lies let s simply choose s fear charging type like tank going across endless wilderness like tank play nt get pushed away like tank wo nt fall back like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank seeit blooms mirage dreamt rainfall desert however want however image baby tell every wish wish wish wish wish freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank freaky freshy freshy freaky freshy freshy freaky freshy freshy freaky like tank
